@relation GIGO

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute f133 numeric
@attribute f134 numeric
@attribute f135 numeric
@attribute f136 numeric
@attribute f137 numeric
@attribute f138 numeric
@attribute f139 numeric
@attribute f140 numeric
@attribute f141 numeric
@attribute f142 numeric
@attribute f143 numeric
@attribute f144 numeric
@attribute f145 numeric
@attribute f146 numeric
@attribute f147 numeric
@attribute f148 numeric
@attribute f149 numeric
@attribute f150 numeric
@attribute f151 numeric
@attribute f152 numeric
@attribute f153 numeric
@attribute f154 numeric
@attribute f155 numeric
@attribute f156 numeric
@attribute f157 numeric
@attribute f158 numeric
@attribute f159 numeric
@attribute f160 numeric
@attribute f161 numeric
@attribute f162 numeric
@attribute f163 numeric
@attribute f164 numeric
@attribute f165 numeric
@attribute f166 numeric
@attribute f167 numeric
@attribute f168 numeric
@attribute f169 numeric
@attribute f170 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f175 numeric
@attribute f176 numeric
@attribute f177 numeric
@attribute f178 numeric
@attribute f179 numeric
@attribute f180 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f183 numeric
@attribute f184 numeric
@attribute f185 numeric
@attribute f186 numeric
@attribute f187 numeric
@attribute f188 numeric
@attribute f189 numeric
@attribute f190 numeric
@attribute f191 numeric
@attribute f192 numeric
@attribute f193 numeric
@attribute f194 numeric
@attribute f195 numeric
@attribute f196 numeric
@attribute f197 numeric
@attribute f198 numeric
@attribute f199 numeric
@attribute f200 numeric
@attribute f201 numeric
@attribute f202 numeric
@attribute f203 numeric
@attribute f204 numeric
@attribute f205 numeric
@attribute f206 numeric
@attribute f207 numeric
@attribute f208 numeric
@attribute f209 numeric
@attribute f210 numeric
@attribute f211 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f214 numeric
@attribute f215 numeric
@attribute f216 numeric
@attribute f217 numeric
@attribute f218 numeric
@attribute f219 numeric
@attribute f220 numeric
@attribute f221 numeric
@attribute f222 numeric
@attribute f223 numeric
@attribute f224 numeric
@attribute f225 numeric
@attribute f226 numeric
@attribute f227 numeric
@attribute f228 numeric
@attribute f229 numeric
@attribute f230 numeric
@attribute f231 numeric
@attribute f232 numeric
@attribute f233 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f236 numeric
@attribute f237 numeric
@attribute f238 numeric
@attribute f239 numeric
@attribute f240 numeric
@attribute f241 numeric
@attribute f242 numeric
@attribute f243 numeric
@attribute f244 numeric
@attribute f245 numeric
@attribute f246 numeric
@attribute f247 numeric
@attribute f248 numeric
@attribute f249 numeric
@attribute f250 numeric
@attribute f251 numeric
@attribute f252 numeric
@attribute tag {bottle,can,glass,pak}

@data
0.4985,0.43242,0.39024,0.3651,0.33243,0.34729,0.38923,0.44699,0.44005,0.40836,0.46655,0.35813,0.351,0.46508,0.45359,0.45572,0.43475,0.61935,0.37822,0.55003,0.55093,0.37926,0.69346,0.69787,0.60091,0.46702,0.54766,0.54987,0.46837,0.67283,0.66241,0.50135,0.56892,0.39022,0.53453,0.33631,0.33415,0.53427,0.4428,0.44599,0.37511,0.62127,0.31835,0.31803,0.61293,0.42785,0.42311,0.56416,0.61476,0.53231,0.5653,0.55722,0.53199,0.66751,0.6743,0.62198,0.60899,0.55553,0.5506,0.61659,0.69304,0.70132,0.49722,0.37006,0.39476,0.29069,0.31149,0.31493,0.30283,0.45382,0.44556,0.42051,0.43336,0.36948,0.36221,0.43746,0.45743,0.45844,0.34461,0.59558,0.27639,0.54788,0.54375,0.26571,0.66415,0.66274,0.58478,0.42139,0.54018,0.54062,0.40801,0.64562,0.63902,0.50274,0.64508,0.41933,0.56406,0.34684,0.34868,0.57094,0.45787,0.46292,0.40932,0.75611,0.32833,0.34,0.72965,0.46034,0.45453,0.65617,0.58502,0.5823,0.54712,0.5413,0.56861,0.64475,0.64424,0.58957,0.73039,0.54321,0.54829,0.76181,0.6555,0.66229,0.66983,1.0333,0.9151,1.6611,1.1036,2.4036,1.5968,3.4475,0.79399,1.1695,0.88296,1.3896,0.96099,1.7781,1.3276,2.3839,0.85703,1.3051,0.9697,1.6331,1.1018,2.1815,1.578,2.9521,0.84157,1.6394,1.1033,2.3402,1.405,3.3162,2.0624,4.5271,0.94956,1.6014,0.98535,1.6584,1.041,2.1014,1.3963,2.8803,0.80952,1.2469,0.84088,1.2821,0.89967,1.6079,1.2228,2.2059,0.027858,0,0,0,0,0,0.0019212,0,0,0,0.0048031,0,0,0,0.024015,0,0,0,0,0,0,0,0,0,0,0,0.0028818,0,0,0,0,0.027858,0,0.017291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01537,0,0,0,0,0.00096061,0.00096061,0,0,0.01537,0,0.00096061,0.028818,0,0,0.0048031,0.010567,0,0,0,0,0.0067243,0.0019212,0.0019212,0.0028818,0.0019212,0,0.00096061,0.01537,0.00096061,0.00096061,0,pak
0.49956,0.43179,0.39692,0.37133,0.32794,0.34859,0.38431,0.44167,0.45386,0.41766,0.46587,0.3611,0.36417,0.46745,0.46331,0.4605,0.43675,0.60324,0.39644,0.54373,0.54667,0.38607,0.68475,0.64845,0.58623,0.46782,0.53584,0.53411,0.46874,0.64915,0.64869,0.50029,0.56727,0.41408,0.53395,0.36129,0.35662,0.53037,0.45765,0.45639,0.38332,0.62753,0.33182,0.32468,0.61144,0.44409,0.44456,0.56606,0.60175,0.53146,0.54227,0.55058,0.53256,0.665,0.65676,0.63526,0.61016,0.56927,0.56861,0.61971,0.70363,0.70162,0.50092,0.37985,0.39915,0.28614,0.30538,0.33008,0.31195,0.44973,0.45047,0.41791,0.43769,0.34296,0.3692,0.44576,0.4625,0.45956,0.36851,0.607,0.30308,0.55353,0.549,0.27703,0.6813,0.67295,0.57521,0.43762,0.53836,0.53559,0.43523,0.63823,0.63559,0.49878,0.62482,0.42206,0.55549,0.36541,0.3728,0.54964,0.46098,0.45889,0.40733,0.71485,0.35861,0.31626,0.70189,0.453,0.4555,0.65338,0.57623,0.5697,0.53309,0.5389,0.57625,0.63129,0.63433,0.59956,0.72476,0.55004,0.54502,0.76001,0.67273,0.66331,0.5967,1.0684,0.63869,1.1736,0.63044,1.395,0.79969,1.8998,0.44606,0.76559,0.597,1.0423,0.59145,1.2386,0.75224,1.658,0.56982,0.98496,0.59079,1.0515,0.60261,1.3031,0.76842,1.6921,0.59302,1.0959,0.65705,1.3196,0.72491,1.776,0.97141,2.2818,0.46437,0.81371,0.64363,1.0852,0.62832,1.2141,0.76761,1.5181,0.58287,1.0269,0.58654,1.0207,0.55759,1.0891,0.65924,1.3889,0.021962,0,0,0,0,0,0.0029283,0,0,0,0.0043924,0,0,0,0.020498,0.0014641,0,0,0,0,0,0,0,0,0,0,0.0043924,0,0,0,0,0.021962,0,0.0073206,0,0,0,0,0,0,0,0,0,0.0014641,0,0,0,0,0.016105,0,0,0.0014641,0,0.0029283,0,0,0,0.01757,0,0.0014641,0.021962,0.0014641,0,0.0014641,0,0,0.0058565,0.0029283,0.0029283,0.0029283,0,0.0014641,0.0014641,0.0043924,0.0043924,0.0014641,0.0029283,0.010249,0.0029283,0,pak
0.49304,0.42663,0.38889,0.36681,0.32639,0.33135,0.37844,0.4435,0.44671,0.41493,0.46487,0.36689,0.36242,0.46512,0.45572,0.45496,0.43767,0.60333,0.39458,0.54476,0.54648,0.38,0.69158,0.65809,0.57604,0.46949,0.52995,0.53112,0.46864,0.6305,0.62767,0.50703,0.57084,0.42013,0.53279,0.37076,0.3611,0.53036,0.4641,0.46272,0.3886,0.63234,0.33517,0.33267,0.62144,0.44035,0.45173,0.56917,0.59531,0.53293,0.54968,0.55171,0.53411,0.65395,0.64478,0.64926,0.62504,0.58803,0.58938,0.62537,0.71647,0.72467,0.49459,0.37666,0.38578,0.27903,0.31538,0.31521,0.31475,0.45079,0.44292,0.41093,0.43928,0.34843,0.34935,0.44228,0.45477,0.45376,0.37207,0.60887,0.30568,0.55553,0.54092,0.2883,0.68532,0.67499,0.57533,0.43842,0.53226,0.53107,0.43466,0.64459,0.64611,0.50564,0.62077,0.4284,0.55611,0.36975,0.37225,0.55382,0.46715,0.46899,0.40961,0.72453,0.35147,0.31656,0.68222,0.45656,0.45904,0.65094,0.57982,0.57453,0.54116,0.54252,0.57979,0.64674,0.64799,0.61501,0.72252,0.55613,0.55541,0.76243,0.6753,0.67709,0.4779,0.87063,0.59823,1.2626,0.66472,1.731,0.93997,2.4474,0.68844,1.3698,0.61797,1.135,0.60278,1.4052,0.83518,1.8965,0.69812,1.3799,0.6327,1.1697,0.62242,1.4361,0.86095,1.8698,0.49104,0.95751,0.61843,1.4,0.75096,1.9253,1.1088,2.4711,0.66775,1.2676,0.63171,1.1005,0.61469,1.2948,0.83722,1.6616,0.643,1.2466,0.58922,1.0531,0.57313,1.3174,0.76447,1.8011,0.027174,0,0,0,0,0,0.0095109,0,0,0,0.0095109,0,0,0,0.032609,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0,0,0,0.039402,0,0.0054348,0,0,0,0,0,0,0,0,0,0.0013587,0,0,0,0,0.023098,0,0,0,0,0,0,0,0,0.02038,0,0.0013587,0.039402,0,0,0.0027174,0.0013587,0,0.0027174,0.0054348,0.0013587,0.0027174,0.0027174,0.0095109,0.0013587,0.01087,0.0027174,0.0027174,0.0054348,0.0040761,0.0027174,0,pak
0.49337,0.42669,0.39748,0.36636,0.3296,0.35229,0.38034,0.45035,0.44889,0.40318,0.46536,0.35714,0.34817,0.46409,0.45277,0.45524,0.43744,0.60133,0.39711,0.54539,0.54416,0.38508,0.68895,0.65854,0.57862,0.4719,0.53393,0.5338,0.4693,0.63841,0.63227,0.50611,0.56561,0.40779,0.53151,0.34571,0.34944,0.53137,0.46592,0.46399,0.38834,0.62007,0.32921,0.32486,0.60912,0.45328,0.44529,0.56266,0.58893,0.53169,0.54353,0.54344,0.53151,0.64467,0.64457,0.62269,0.59833,0.56556,0.57497,0.61588,0.67918,0.71048,0.49182,0.37303,0.39297,0.28896,0.29706,0.32664,0.30491,0.44853,0.44248,0.40276,0.43903,0.34574,0.33956,0.444,0.4476,0.45047,0.36057,0.5893,0.29211,0.53643,0.53838,0.27404,0.66345,0.65719,0.57717,0.44309,0.53524,0.53211,0.43436,0.63829,0.63549,0.50768,0.62234,0.4293,0.55874,0.37278,0.36858,0.55668,0.4716,0.47003,0.41205,0.72287,0.35989,0.32726,0.69215,0.46466,0.45931,0.63345,0.57572,0.55844,0.54179,0.54237,0.56724,0.61855,0.62125,0.60165,0.70033,0.55499,0.55388,0.74029,0.65307,0.67474,0.48923,1.0139,0.66231,1.3,0.74344,1.5952,0.92857,2.0671,0.51784,1.0523,0.64857,1.2655,0.70471,1.4363,0.86457,1.7669,0.5251,1.0483,0.674,1.31,0.76292,1.6076,0.9553,1.9951,0.50057,1.0501,0.69552,1.428,0.85551,1.8922,1.131,2.4751,0.4924,0.94244,0.64965,1.1784,0.70374,1.34,0.83038,1.6148,0.47512,0.94079,0.61108,1.1538,0.66441,1.3083,0.79026,1.6405,0.0087336,0,0,0,0,0,0.0058224,0,0,0,0.0029112,0,0,0,0.0131,0,0,0,0,0,0,0,0,0,0,0,0.0043668,0,0,0,0,0.014556,0,0,0,0,0,0,0,0,0,0,0,0.0014556,0,0,0,0,0.0058224,0,0,0.0014556,0,0.0058224,0.0043668,0,0,0.0087336,0,0,0.0131,0,0,0,0,0,0.0014556,0,0,0,0.0043668,0.0058224,0,0.0043668,0,0.0029112,0,0.0058224,0.0014556,0,pak
0.49506,0.42066,0.38376,0.36375,0.32529,0.32849,0.37335,0.44864,0.44605,0.40865,0.46259,0.36743,0.3584,0.46052,0.45546,0.45646,0.43353,0.60653,0.39267,0.54903,0.54818,0.37927,0.69147,0.66409,0.59129,0.46803,0.54187,0.54043,0.46904,0.64535,0.64874,0.5041,0.56679,0.41017,0.53443,0.35598,0.35043,0.53309,0.46675,0.46538,0.3798,0.6114,0.33077,0.3243,0.60765,0.45027,0.44032,0.5589,0.59301,0.53032,0.5454,0.54549,0.53081,0.65311,0.65473,0.61807,0.58929,0.55879,0.55767,0.60736,0.66998,0.69377,0.49367,0.36701,0.38286,0.27651,0.31019,0.31824,0.31187,0.44335,0.44192,0.3993,0.44106,0.34177,0.33038,0.44092,0.44618,0.44725,0.35902,0.59488,0.29774,0.55122,0.54221,0.27503,0.65498,0.65227,0.57658,0.44471,0.53669,0.53607,0.43503,0.63804,0.6243,0.50601,0.634,0.42077,0.56506,0.36479,0.36111,0.56355,0.46634,0.46257,0.4099,0.73019,0.35523,0.32116,0.70388,0.46333,0.46158,0.63494,0.57106,0.56085,0.53864,0.53905,0.56338,0.61332,0.61068,0.59374,0.70897,0.55264,0.55059,0.73655,0.64948,0.6595,0.46397,0.99316,0.61094,1.2393,0.70455,1.5102,0.90363,2.0214,0.46407,0.92909,0.57671,1.1358,0.64489,1.3356,0.81007,1.7246,0.45735,0.88417,0.57704,1.1138,0.6702,1.4226,0.84848,1.8683,0.44912,0.90848,0.60982,1.2028,0.75144,1.5989,1.0133,2.2246,0.50247,1.0179,0.59949,1.1734,0.64467,1.2689,0.78243,1.5478,0.50489,1.0598,0.59823,1.1986,0.63308,1.2738,0.74993,1.5992,0,0,0,0,0,0,0,0,0,0,0.001385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027701,0,0,0,0,0,0,0,0,0,0,0.001385,0.001385,0,0,0,0,0.001385,0,0,0,0,0,0,0,0,0,0,0.0041551,0.0041551,0,0,0,0.001385,0,0,0.001385,0,0,0,0,0,0.0041551,0.001385,0.001385,0,0.0027701,0.0041551,0,pak
0.50333,0.4214,0.4011,0.36189,0.34306,0.33368,0.3652,0.45479,0.45892,0.43365,0.46127,0.39222,0.39685,0.45946,0.47196,0.47171,0.43296,0.59504,0.39258,0.54333,0.54701,0.37436,0.67234,0.6548,0.57807,0.46585,0.54221,0.54028,0.4674,0.62064,0.63081,0.4968,0.56832,0.4084,0.53614,0.35838,0.35217,0.53444,0.45269,0.45337,0.38526,0.61922,0.31966,0.31874,0.60011,0.44227,0.44865,0.56498,0.57996,0.53246,0.53683,0.53894,0.53139,0.63758,0.63583,0.59228,0.595,0.54411,0.54467,0.60904,0.64709,0.69783,0.49717,0.39109,0.38131,0.29365,0.31767,0.30154,0.34215,0.4314,0.44626,0.40215,0.44832,0.32254,0.33615,0.44704,0.44957,0.44741,0.36754,0.60351,0.29616,0.55728,0.55242,0.26865,0.66799,0.66187,0.57778,0.43343,0.5375,0.53752,0.43836,0.62209,0.6267,0.50246,0.61068,0.41877,0.5512,0.36255,0.3656,0.55566,0.46179,0.45889,0.40349,0.70841,0.33862,0.31763,0.67254,0.45256,0.46033,0.61708,0.58345,0.55748,0.54202,0.54389,0.55842,0.62439,0.62527,0.59546,0.69181,0.54765,0.54732,0.71963,0.63329,0.6668,0.33114,0.84574,0.47095,1.2325,0.60049,1.751,0.85754,2.5071,0.32565,0.8116,0.4369,1.0897,0.52725,1.4247,0.72827,1.9753,0.3394,0.83633,0.46934,1.1932,0.60178,1.6686,0.84841,2.3182,0.3554,0.90383,0.52283,1.4048,0.7244,2.1233,1.0549,2.9955,0.32681,0.78369,0.44762,1.0777,0.5561,1.4658,0.74864,2.0516,0.3174,0.7716,0.43129,1.0489,0.52343,1.4006,0.7105,1.9782,0,0,0,0,0,0,0.0083333,0,0,0,0.0016667,0,0,0,0.011667,0,0,0,0,0,0.0066667,0,0,0,0,0,0.0066667,0,0,0,0,0.025,0,0.0033333,0,0,0,0,0,0,0,0,0.0016667,0.0033333,0,0,0,0,0.011667,0,0,0,0,0.0016667,0,0,0,0.0083333,0,0.0016667,0.033333,0,0,0,0.0016667,0,0,0.0066667,0.0016667,0,0,0.0083333,0,0.0066667,0.0033333,0.0033333,0,0.0066667,0.0066667,0,pak
0.49807,0.42729,0.40584,0.37131,0.34395,0.35302,0.37701,0.4506,0.45391,0.41128,0.46298,0.36201,0.36857,0.46444,0.45306,0.45962,0.4367,0.60143,0.3972,0.5444,0.54891,0.38546,0.69168,0.66167,0.58054,0.46931,0.53915,0.53675,0.46787,0.62953,0.64216,0.50179,0.56746,0.41645,0.53438,0.36869,0.3572,0.53279,0.46964,0.46623,0.38688,0.61661,0.3372,0.32961,0.60609,0.45145,0.43734,0.56936,0.58634,0.53277,0.54151,0.54048,0.53653,0.66952,0.65844,0.62212,0.60325,0.56419,0.55382,0.62659,0.69862,0.72204,0.49506,0.37999,0.39899,0.29954,0.31862,0.32919,0.319,0.44418,0.44767,0.40107,0.43987,0.33117,0.34078,0.4414,0.44564,0.45471,0.37017,0.59819,0.3112,0.55279,0.54465,0.28487,0.66692,0.65831,0.57561,0.45062,0.53592,0.53376,0.43825,0.63383,0.62391,0.50485,0.62028,0.42586,0.55825,0.36574,0.37815,0.55695,0.46637,0.46528,0.40847,0.72575,0.35401,0.33098,0.69169,0.45314,0.46313,0.63534,0.58275,0.55856,0.54159,0.54244,0.56686,0.63247,0.63248,0.61467,0.72819,0.56852,0.55758,0.77181,0.66808,0.68573,0.3424,0.58602,0.44344,0.76008,0.50707,0.85825,0.78971,1.4556,0.33818,0.51194,0.421,0.62979,0.48568,0.75246,0.75699,1.2899,0.32244,0.43759,0.41649,0.59403,0.51806,0.89621,0.83847,1.5234,0.29054,0.41566,0.39955,0.65022,0.5635,1.1303,0.96552,1.8629,0.29336,0.36793,0.40112,0.54239,0.48346,0.75656,0.76331,1.385,0.28854,0.37361,0.37438,0.49986,0.47169,0.77524,0.75127,1.5303,0.0098592,0,0,0,0,0.0028169,0.021127,0,0,0,0.0056338,0,0,0,0.028169,0,0,0,0,0,0.012676,0,0,0,0,0.0014085,0.015493,0,0,0,0,0.029577,0,0,0,0,0,0,0,0,0,0,0,0.0014085,0,0,0,0,0.019718,0,0,0,0,0.0028169,0.0014085,0,0,0.025352,0,0.0014085,0.029577,0.0014085,0,0,0,0,0,0,0,0,0.0014085,0.023944,0,0.0056338,0.0042254,0,0,0.0084507,0.0028169,0,pak
0.48866,0.41991,0.37719,0.36793,0.31795,0.31893,0.37104,0.42729,0.4322,0.40217,0.46077,0.34046,0.34237,0.46008,0.44751,0.44473,0.42959,0.593,0.37832,0.54348,0.53037,0.37035,0.66745,0.68085,0.59943,0.46271,0.54255,0.54287,0.46369,0.67704,0.6564,0.51161,0.57723,0.40649,0.53822,0.34615,0.3504,0.53702,0.4546,0.45415,0.39919,0.63277,0.32673,0.32772,0.61781,0.45785,0.46686,0.57919,0.61647,0.53938,0.56281,0.56632,0.53435,0.6743,0.6843,0.63561,0.61987,0.56895,0.56958,0.63465,0.7063,0.71129,0.48809,0.36193,0.37518,0.27086,0.31423,0.31521,0.28179,0.42996,0.43547,0.39528,0.42496,0.32662,0.33576,0.43239,0.44365,0.43897,0.36206,0.60523,0.28711,0.5433,0.54637,0.26757,0.67896,0.67972,0.58619,0.42446,0.53627,0.53236,0.43627,0.64003,0.65086,0.51264,0.64015,0.41008,0.56485,0.35078,0.32795,0.56795,0.4571,0.45895,0.41827,0.74768,0.33871,0.35253,0.72046,0.46732,0.45959,0.65725,0.60511,0.57694,0.55542,0.56038,0.57216,0.66528,0.6541,0.62167,0.74267,0.55749,0.56346,0.76786,0.68335,0.68951,0.49921,0.73312,0.64015,1.0563,0.73853,1.5008,0.99132,2.069,0.59083,0.85898,0.68073,1.0252,0.70306,1.3101,0.88459,1.7281,0.63257,0.91652,0.72868,1.1359,0.75951,1.4894,0.95149,1.9644,0.57162,0.83803,0.72487,1.1624,0.82451,1.5947,1.1172,2.1772,0.56345,0.69119,0.68585,0.87264,0.70781,1.1246,0.87132,1.5243,0.53634,0.66945,0.63452,0.85176,0.68349,1.1915,0.86408,1.6911,0,0,0,0,0,0,0.0052798,0,0,0,0,0,0,0,0.0042239,0,0,0,0,0,0.0021119,0,0.001056,0,0,0.001056,0.0095037,0,0,0,0,0.0084477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021119,0,0,0,0,0,0,0,0,0.0042239,0,0,0.0063358,0,0,0,0,0,0.001056,0,0,0,0,0.0063358,0,0,0,0.0052798,0,0,0,0,pak
0.49564,0.43736,0.39536,0.37796,0.33873,0.34124,0.39609,0.44869,0.44461,0.42497,0.46766,0.38277,0.38944,0.46862,0.45963,0.46303,0.43531,0.60294,0.38525,0.54556,0.53808,0.37187,0.68065,0.67503,0.5734,0.46882,0.53244,0.53176,0.47072,0.62558,0.63148,0.50398,0.56088,0.42539,0.53075,0.37726,0.38401,0.52716,0.46918,0.46853,0.41631,0.6019,0.38683,0.33696,0.58757,0.45861,0.45833,0.55953,0.58614,0.5293,0.54311,0.54355,0.52805,0.64739,0.64065,0.60571,0.58952,0.55017,0.55394,0.60819,0.66223,0.6948,0.49891,0.38828,0.40154,0.29918,0.32927,0.32771,0.33879,0.4491,0.44931,0.42879,0.44855,0.38448,0.36971,0.44497,0.46287,0.46538,0.39151,0.58763,0.33733,0.54257,0.54483,0.32317,0.67037,0.62102,0.57457,0.45094,0.53286,0.53318,0.4439,0.61458,0.61463,0.50098,0.61698,0.42353,0.55255,0.36875,0.35198,0.55323,0.46379,0.46356,0.40181,0.73238,0.31781,0.32108,0.68555,0.45773,0.45633,0.62282,0.57078,0.55856,0.5352,0.53562,0.55714,0.6097,0.61431,0.59193,0.69694,0.54697,0.54133,0.72771,0.64372,0.66421,0.47212,1.1119,0.74507,2.2965,1.0502,3.7784,1.3192,4.3412,0.40019,0.85209,0.62889,1.7137,0.83251,2.541,0.99624,2.7434,0.45357,0.97005,0.62797,1.7659,0.75899,2.283,0.83967,2.2685,0.49785,1.2505,0.73352,2.3527,0.8849,2.7959,0.99358,2.7162,0.45621,1.0244,0.63762,1.7176,0.73819,2.1228,0.82844,2.1372,0.46912,0.99741,0.63014,1.6324,0.79837,2.3614,0.96109,2.6859,0.028007,0,0,0,0,0,0.0016474,0,0,0,0,0,0,0,0.0049423,0,0,0,0,0,0.0016474,0,0,0,0,0,0.0016474,0,0,0,0,0.0098847,0,0.026359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032949,0,0,0,0,0,0.0032949,0,0,0.0032949,0,0,0.023064,0.0049423,0,0.0049423,0.016474,0,0,0.0016474,0.0082372,0.01318,0.0032949,0.0016474,0.01318,0,0.0082372,0.0065898,0.021417,0,0,0,pak
0.4924,0.43086,0.38549,0.36911,0.31774,0.32009,0.37428,0.44157,0.44027,0.41276,0.4666,0.35898,0.36973,0.46598,0.45022,0.45176,0.4278,0.61018,0.37341,0.56198,0.55247,0.36373,0.66155,0.66413,0.57773,0.46467,0.53556,0.5333,0.46366,0.62222,0.63066,0.50672,0.55849,0.41366,0.53049,0.36015,0.35062,0.52684,0.46169,0.4609,0.41466,0.61003,0.35989,0.34123,0.59831,0.46054,0.46795,0.5691,0.5898,0.53409,0.54698,0.54749,0.53317,0.64366,0.63654,0.62146,0.61217,0.56481,0.56683,0.62638,0.67717,0.67855,0.49247,0.37399,0.39348,0.27531,0.32163,0.32403,0.30967,0.44388,0.4526,0.41045,0.43756,0.33776,0.33657,0.43487,0.45153,0.45339,0.38078,0.57825,0.30604,0.54272,0.53493,0.29742,0.66345,0.63805,0.56965,0.4422,0.52914,0.52847,0.44304,0.61896,0.62874,0.50775,0.62574,0.42487,0.56766,0.37195,0.35649,0.56207,0.46876,0.4674,0.39232,0.70343,0.31555,0.31482,0.68556,0.45373,0.45804,0.63223,0.58297,0.56401,0.5452,0.54568,0.5655,0.64213,0.63656,0.61247,0.69871,0.55674,0.55879,0.72407,0.68033,0.68075,0.41254,0.83727,0.58124,1.2737,0.77944,1.809,1.1037,2.5786,0.37787,0.71236,0.54239,1.0593,0.67651,1.4442,0.90945,1.9486,0.37737,0.71184,0.55477,1.1832,0.70078,1.6944,0.90364,2.179,0.38495,0.79728,0.59925,1.4238,0.81183,2.0914,1.1262,2.9657,0.36809,0.67047,0.5284,1.0296,0.64976,1.4011,0.8597,1.9291,0.38898,0.72855,0.51949,1.0081,0.64592,1.349,0.85988,1.854,0.0042373,0,0,0,0,0.0028249,0,0,0,0,0.0014124,0,0,0,0.0056497,0,0,0.0014124,0,0,0.0014124,0.0014124,0,0,0.0014124,0,0.0028249,0,0,0,0,0.0084746,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0.0014124,0,0.0070621,0,0,0.009887,0,0,0.0014124,0,0,0,0,0.009887,0,0,0.0028249,0.0028249,0.0028249,0.0028249,0.0056497,0,0,0,0,pak
